date,mean_date_no,original_date_no,date_no,sample_id,fish_prey_stage,sample_mg_dm,sample_mg_dm01,site,fish_species,prey_stage
2019-06-28,31.691419141914192,25,-6.691419141914192,149,Lepomis macrochirus_l,10.265276392229536,10.275276392229536,gunderson,Lepomis macrochirus,l
2019-06-28,31.691419141914192,25,-6.691419141914192,149,Lepomis macrochirus_p,0,0.01,gunderson,Lepomis macrochirus,p
2019-06-20,31.691419141914192,17,-14.691419141914192,150,Etheostoma nigrum_a,0,0.01,little bridge,Etheostoma nigrum,a
2019-06-20,31.691419141914192,17,-14.691419141914192,150,Etheostoma nigrum_l,28.87108985314557,28.88108985314557,little bridge,Etheostoma nigrum,l
2019-06-20,31.691419141914192,17,-14.691419141914192,150,Etheostoma nigrum_p,0.58,0.59,little bridge,Etheostoma nigrum,p
2019-06-20,31.691419141914192,17,-14.691419141914192,152,Etheostoma nigrum_a,0,0.01,little bridge,Etheostoma nigrum,a
2019-06-20,31.691419141914192,17,-14.691419141914192,152,Etheostoma nigrum_l,15.397914588344303,15.407914588344303,little bridge,Etheostoma nigrum,l
2019-06-20,31.691419141914192,17,-14.691419141914192,152,Etheostoma nigrum_p,0,0.01,little bridge,Etheostoma nigrum,p
2019-06-20,31.691419141914192,17,-14.691419141914192,153,Pimephales promelas_a,0,0.01,little bridge,Pimephales promelas,a
2019-06-20,31.691419141914192,17,-14.691419141914192,153,Pimephales promelas_l,3.20789887257173,3.21789887257173,little bridge,Pimephales promelas,l
2019-06-20,31.691419141914192,17,-14.691419141914192,153,Pimephales promelas_p,0,0.01,little bridge,Pimephales promelas,p
2019-06-20,31.691419141914192,17,-14.691419141914192,154,Etheostoma nigrum_a,0,0.01,little bridge,Etheostoma nigrum,a
2019-06-20,31.691419141914192,17,-14.691419141914192,154,Etheostoma nigrum_l,73.78167406914979,73.79167406914979,little bridge,Etheostoma nigrum,l
2019-06-20,31.691419141914192,17,-14.691419141914192,154,Etheostoma nigrum_p,0,0.01,little bridge,Etheostoma nigrum,p
2019-06-20,31.691419141914192,17,-14.691419141914192,155,Ameiurus melas_a,0,0.01,little bridge,Ameiurus melas,a
2019-06-20,31.691419141914192,17,-14.691419141914192,155,Ameiurus melas_l,19.888973009944728,19.89897300994473,little bridge,Ameiurus melas,l
2019-06-20,31.691419141914192,17,-14.691419141914192,155,Ameiurus melas_p,0,0.01,little bridge,Ameiurus melas,p
2019-06-20,31.691419141914192,17,-14.691419141914192,156,Ameiurus melas_a,0.6354246991199936,0.6454246991199936,little bridge,Ameiurus melas,a
2019-06-20,31.691419141914192,17,-14.691419141914192,156,Ameiurus melas_l,19.888973009944728,19.89897300994473,little bridge,Ameiurus melas,l
2019-06-20,31.691419141914192,17,-14.691419141914192,156,Ameiurus melas_p,0,0.01,little bridge,Ameiurus melas,p
2019-06-20,31.691419141914192,17,-14.691419141914192,157,Ameiurus melas_a,1.270849398239987,1.2808493982399871,little bridge,Ameiurus melas,a
2019-06-20,31.691419141914192,17,-14.691419141914192,157,Ameiurus melas_l,3.20789887257173,3.21789887257173,little bridge,Ameiurus melas,l
2019-06-20,31.691419141914192,17,-14.691419141914192,157,Ameiurus melas_p,0,0.01,little bridge,Ameiurus melas,p
2019-06-13,31.691419141914192,10,-21.691419141914192,158,Semotilus atromaculatus_a,0,0.01,little bridge,Semotilus atromaculatus,a
2019-06-13,31.691419141914192,10,-21.691419141914192,158,Semotilus atromaculatus_l,0,0.01,little bridge,Semotilus atromaculatus,l
2019-06-13,31.691419141914192,10,-21.691419141914192,158,Semotilus atromaculatus_p,0,0.01,little bridge,Semotilus atromaculatus,p
2019-06-21,31.691419141914192,18,-13.691419141914192,159,Pimephales promelas_a,0,0.01,spirit mound,Pimephales promelas,a
2019-06-21,31.691419141914192,18,-13.691419141914192,159,Pimephales promelas_l,0.641579774514346,0.651579774514346,spirit mound,Pimephales promelas,l
2019-06-21,31.691419141914192,18,-13.691419141914192,159,Pimephales promelas_p,0,0.01,spirit mound,Pimephales promelas,p
2019-06-20,31.691419141914192,17,-14.691419141914192,160,Pimephales promelas_a,0,0.01,little bridge,Pimephales promelas,a
2019-06-20,31.691419141914192,17,-14.691419141914192,160,Pimephales promelas_l,4.491058421600422,4.501058421600422,little bridge,Pimephales promelas,l
2019-06-20,31.691419141914192,17,-14.691419141914192,160,Pimephales promelas_p,0,0.01,little bridge,Pimephales promelas,p
2019-06-20,31.691419141914192,17,-14.691419141914192,161,Ameiurus melas_a,0,0.01,little bridge,Ameiurus melas,a
2019-06-20,31.691419141914192,17,-14.691419141914192,161,Ameiurus melas_l,7.698957294172152,7.708957294172151,little bridge,Ameiurus melas,l
2019-06-20,31.691419141914192,17,-14.691419141914192,161,Ameiurus melas_p,0,0.01,little bridge,Ameiurus melas,p
2019-06-20,31.691419141914192,17,-14.691419141914192,162,Ameiurus melas_a,0,0.01,little bridge,Ameiurus melas,a
2019-06-20,31.691419141914192,17,-14.691419141914192,162,Ameiurus melas_l,20.530552784459072,20.540552784459074,little bridge,Ameiurus melas,l
2019-06-20,31.691419141914192,17,-14.691419141914192,162,Ameiurus melas_p,0.58,0.59,little bridge,Ameiurus melas,p
2019-06-20,31.691419141914192,17,-14.691419141914192,163,Ameiurus melas_a,0,0.01,little bridge,Ameiurus melas,a
2019-06-20,31.691419141914192,17,-14.691419141914192,163,Ameiurus melas_l,1.924739323543038,1.934739323543038,little bridge,Ameiurus melas,l
2019-06-20,31.691419141914192,17,-14.691419141914192,163,Ameiurus melas_p,0,0.01,little bridge,Ameiurus melas,p
2019-06-21,31.691419141914192,18,-13.691419141914192,164,Semotilus atromaculatus_a,0,0.01,spirit mound,Semotilus atromaculatus,a
2019-06-21,31.691419141914192,18,-13.691419141914192,164,Semotilus atromaculatus_l,8.340537068686498,8.350537068686497,spirit mound,Semotilus atromaculatus,l
2019-06-21,31.691419141914192,18,-13.691419141914192,164,Semotilus atromaculatus_p,0,0.01,spirit mound,Semotilus atromaculatus,p
2019-06-14,31.691419141914192,11,-20.691419141914192,165,Lepomis macrochirus_a,1.270849398239987,1.2808493982399871,gunderson,Lepomis macrochirus,a
2019-06-14,31.691419141914192,11,-20.691419141914192,165,Lepomis macrochirus_l,3.849478647086076,3.8594786470860756,gunderson,Lepomis macrochirus,l
2019-06-14,31.691419141914192,11,-20.691419141914192,165,Lepomis macrochirus_p,0,0.01,gunderson,Lepomis macrochirus,p
2019-06-14,31.691419141914192,11,-20.691419141914192,167,Etheostoma nigrum_a,0,0.01,spirit mound,Etheostoma nigrum,a
2019-06-14,31.691419141914192,11,-20.691419141914192,167,Etheostoma nigrum_l,6.41579774514346,6.42579774514346,spirit mound,Etheostoma nigrum,l
2019-06-14,31.691419141914192,11,-20.691419141914192,167,Etheostoma nigrum_p,0,0.01,spirit mound,Etheostoma nigrum,p
2019-06-14,31.691419141914192,11,-20.691419141914192,168,Semotilus atromaculatus_a,5.718822292079942,5.728822292079942,spirit mound,Semotilus atromaculatus,a
2019-06-14,31.691419141914192,11,-20.691419141914192,168,Semotilus atromaculatus_l,1.283159549028692,1.293159549028692,spirit mound,Semotilus atromaculatus,l
2019-06-14,31.691419141914192,11,-20.691419141914192,168,Semotilus atromaculatus_p,0,0.01,spirit mound,Semotilus atromaculatus,p
2019-06-14,31.691419141914192,11,-20.691419141914192,169,Ameiurus melas_a,0,0.01,spirit mound,Ameiurus melas,a
2019-06-14,31.691419141914192,11,-20.691419141914192,169,Ameiurus melas_l,16.681074137372995,16.691074137372997,spirit mound,Ameiurus melas,l
2019-06-14,31.691419141914192,11,-20.691419141914192,169,Ameiurus melas_p,1.16,1.17,spirit mound,Ameiurus melas,p
2019-06-14,31.691419141914192,11,-20.691419141914192,170,Etheostoma nigrum_a,0.6354246991199936,0.6454246991199936,spirit mound,Etheostoma nigrum,a
2019-06-14,31.691419141914192,11,-20.691419141914192,170,Etheostoma nigrum_l,19.888973009944728,19.89897300994473,spirit mound,Etheostoma nigrum,l
2019-06-14,31.691419141914192,11,-20.691419141914192,170,Etheostoma nigrum_p,0.58,0.59,spirit mound,Etheostoma nigrum,p
2019-06-14,31.691419141914192,11,-20.691419141914192,171,Pimephales promelas_a,0,0.01,spirit mound,Pimephales promelas,a
2019-06-14,31.691419141914192,11,-20.691419141914192,171,Pimephales promelas_l,0,0.01,spirit mound,Pimephales promelas,l
2019-06-14,31.691419141914192,11,-20.691419141914192,171,Pimephales promelas_p,0,0.01,spirit mound,Pimephales promelas,p
2019-06-27,31.691419141914192,24,-7.691419141914192,172,Cyprinus carpio_a,0,0.01,burbank,Cyprinus carpio,a
2019-06-27,31.691419141914192,24,-7.691419141914192,172,Cyprinus carpio_l,0,0.01,burbank,Cyprinus carpio,l
2019-06-27,31.691419141914192,24,-7.691419141914192,172,Cyprinus carpio_p,0,0.01,burbank,Cyprinus carpio,p
2019-06-27,31.691419141914192,24,-7.691419141914192,173,Cyprinella spiloptera_a,0,0.01,burbank,Cyprinella spiloptera,a
2019-06-27,31.691419141914192,24,-7.691419141914192,173,Cyprinella spiloptera_l,0,0.01,burbank,Cyprinella spiloptera,l
2019-06-27,31.691419141914192,24,-7.691419141914192,173,Cyprinella spiloptera_p,0,0.01,burbank,Cyprinella spiloptera,p
2019-06-27,31.691419141914192,24,-7.691419141914192,174,Cyprinella spiloptera_a,0,0.01,burbank,Cyprinella spiloptera,a
2019-06-27,31.691419141914192,24,-7.691419141914192,174,Cyprinella spiloptera_l,8.340537068686498,8.350537068686497,burbank,Cyprinella spiloptera,l
2019-06-27,31.691419141914192,24,-7.691419141914192,174,Cyprinella spiloptera_p,0,0.01,burbank,Cyprinella spiloptera,p
2019-06-27,31.691419141914192,24,-7.691419141914192,175,Cyprinella spiloptera_a,0.6354246991199936,0.6454246991199936,little bridge,Cyprinella spiloptera,a
2019-06-27,31.691419141914192,24,-7.691419141914192,175,Cyprinella spiloptera_l,10.906856166743882,10.916856166743882,little bridge,Cyprinella spiloptera,l
2019-06-27,31.691419141914192,24,-7.691419141914192,175,Cyprinella spiloptera_p,0.58,0.59,little bridge,Cyprinella spiloptera,p
2019-06-27,31.691419141914192,24,-7.691419141914192,176,Ictiobus cyprinellus_a,0,0.01,burbank,Ictiobus cyprinellus,a
2019-06-27,31.691419141914192,24,-7.691419141914192,176,Ictiobus cyprinellus_l,0,0.01,burbank,Ictiobus cyprinellus,l
2019-06-27,31.691419141914192,24,-7.691419141914192,176,Ictiobus cyprinellus_p,0,0.01,burbank,Ictiobus cyprinellus,p
2019-06-27,31.691419141914192,24,-7.691419141914192,177,Cyprinella spiloptera_a,0,0.01,burbank,Cyprinella spiloptera,a
2019-06-27,31.691419141914192,24,-7.691419141914192,177,Cyprinella spiloptera_l,0.641579774514346,0.651579774514346,burbank,Cyprinella spiloptera,l
2019-06-27,31.691419141914192,24,-7.691419141914192,177,Cyprinella spiloptera_p,1.16,1.17,burbank,Cyprinella spiloptera,p
2019-06-27,31.691419141914192,24,-7.691419141914192,178,Pimephales promelas_a,0,0.01,little bridge,Pimephales promelas,a
2019-06-27,31.691419141914192,24,-7.691419141914192,178,Pimephales promelas_l,1.283159549028692,1.293159549028692,little bridge,Pimephales promelas,l
2019-06-27,31.691419141914192,24,-7.691419141914192,178,Pimephales promelas_p,0,0.01,little bridge,Pimephales promelas,p
2019-06-28,31.691419141914192,25,-6.691419141914192,179,Lepomis macrochirus_a,0,0.01,gunderson,Lepomis macrochirus,a
2019-06-28,31.691419141914192,25,-6.691419141914192,179,Lepomis macrochirus_l,5.774217970629114,5.784217970629114,gunderson,Lepomis macrochirus,l
2019-06-28,31.691419141914192,25,-6.691419141914192,179,Lepomis macrochirus_p,0,0.01,gunderson,Lepomis macrochirus,p
2019-06-27,31.691419141914192,24,-7.691419141914192,180,Cyprinus carpio_a,0,0.01,burbank,Cyprinus carpio,a
2019-06-27,31.691419141914192,24,-7.691419141914192,180,Cyprinus carpio_l,1.283159549028692,1.293159549028692,burbank,Cyprinus carpio,l
2019-06-27,31.691419141914192,24,-7.691419141914192,180,Cyprinus carpio_p,0,0.01,burbank,Cyprinus carpio,p
2019-06-27,31.691419141914192,24,-7.691419141914192,181,Etheostoma nigrum_a,0,0.01,little bridge,Etheostoma nigrum,a
2019-06-27,31.691419141914192,24,-7.691419141914192,181,Etheostoma nigrum_l,18.605813460916035,18.615813460916037,little bridge,Etheostoma nigrum,l
2019-06-27,31.691419141914192,24,-7.691419141914192,181,Etheostoma nigrum_p,0,0.01,little bridge,Etheostoma nigrum,p
2019-06-27,31.691419141914192,24,-7.691419141914192,182,Cyprinella spiloptera_a,0,0.01,burbank,Cyprinella spiloptera,a
2019-06-27,31.691419141914192,24,-7.691419141914192,182,Cyprinella spiloptera_l,0,0.01,burbank,Cyprinella spiloptera,l
2019-06-27,31.691419141914192,24,-7.691419141914192,182,Cyprinella spiloptera_p,0,0.01,burbank,Cyprinella spiloptera,p
2019-06-27,31.691419141914192,24,-7.691419141914192,183,Cyprinella spiloptera_a,0,0.01,burbank,Cyprinella spiloptera,a
2019-06-27,31.691419141914192,24,-7.691419141914192,183,Cyprinella spiloptera_l,0.641579774514346,0.651579774514346,burbank,Cyprinella spiloptera,l
2019-06-27,31.691419141914192,24,-7.691419141914192,183,Cyprinella spiloptera_p,0,0.01,burbank,Cyprinella spiloptera,p
2019-06-28,31.691419141914192,25,-6.691419141914192,184,Lepomis macrochirus_a,0,0.01,gunderson,Lepomis macrochirus,a
2019-06-28,31.691419141914192,25,-6.691419141914192,184,Lepomis macrochirus_l,48.11848308857595,48.12848308857595,gunderson,Lepomis macrochirus,l
2019-06-28,31.691419141914192,25,-6.691419141914192,184,Lepomis macrochirus_p,0.58,0.59,gunderson,Lepomis macrochirus,p
2019-06-28,31.691419141914192,25,-6.691419141914192,185,Lepomis macrochirus_a,0,0.01,gunderson,Lepomis macrochirus,a
2019-06-28,31.691419141914192,25,-6.691419141914192,185,Lepomis macrochirus_l,21.813712333487764,21.823712333487766,gunderson,Lepomis macrochirus,l
2019-06-28,31.691419141914192,25,-6.691419141914192,185,Lepomis macrochirus_p,0,0.01,gunderson,Lepomis macrochirus,p
2019-06-27,31.691419141914192,24,-7.691419141914192,186,Cyprinella spiloptera_a,0,0.01,burbank,Cyprinella spiloptera,a
2019-06-27,31.691419141914192,24,-7.691419141914192,186,Cyprinella spiloptera_l,0,0.01,burbank,Cyprinella spiloptera,l
2019-06-27,31.691419141914192,24,-7.691419141914192,186,Cyprinella spiloptera_p,0,0.01,burbank,Cyprinella spiloptera,p
2019-06-27,31.691419141914192,24,-7.691419141914192,187,Cyprinella spiloptera_a,0,0.01,burbank,Cyprinella spiloptera,a
2019-06-27,31.691419141914192,24,-7.691419141914192,187,Cyprinella spiloptera_l,3.849478647086076,3.8594786470860756,burbank,Cyprinella spiloptera,l
2019-06-27,31.691419141914192,24,-7.691419141914192,187,Cyprinella spiloptera_p,0,0.01,burbank,Cyprinella spiloptera,p
2019-06-28,31.691419141914192,25,-6.691419141914192,188,Etheostoma nigrum_a,0,0.01,spirit mound,Etheostoma nigrum,a
2019-06-28,31.691419141914192,25,-6.691419141914192,188,Etheostoma nigrum_l,39.777946019889455,39.78794601988945,spirit mound,Etheostoma nigrum,l
2019-06-28,31.691419141914192,25,-6.691419141914192,188,Etheostoma nigrum_p,0,0.01,spirit mound,Etheostoma nigrum,p
2019-06-27,31.691419141914192,24,-7.691419141914192,189,Cyprinella spiloptera_a,0,0.01,burbank,Cyprinella spiloptera,a
2019-06-27,31.691419141914192,24,-7.691419141914192,189,Cyprinella spiloptera_l,0.641579774514346,0.651579774514346,burbank,Cyprinella spiloptera,l
2019-06-27,31.691419141914192,24,-7.691419141914192,189,Cyprinella spiloptera_p,1.16,1.17,burbank,Cyprinella spiloptera,p
2019-06-27,31.691419141914192,24,-7.691419141914192,190,Cyprinus carpio_a,0,0.01,burbank,Cyprinus carpio,a
2019-06-27,31.691419141914192,24,-7.691419141914192,190,Cyprinus carpio_l,0,0.01,burbank,Cyprinus carpio,l
2019-06-27,31.691419141914192,24,-7.691419141914192,190,Cyprinus carpio_p,0,0.01,burbank,Cyprinus carpio,p
2019-06-27,31.691419141914192,24,-7.691419141914192,191,Esox americanus_a,0,0.01,burbank,Esox americanus,a
2019-06-27,31.691419141914192,24,-7.691419141914192,191,Esox americanus_l,1.283159549028692,1.293159549028692,burbank,Esox americanus,l
2019-06-27,31.691419141914192,24,-7.691419141914192,191,Esox americanus_p,0.58,0.59,burbank,Esox americanus,p
2019-06-27,31.691419141914192,24,-7.691419141914192,192,Cyprinus carpio_a,0,0.01,burbank,Cyprinus carpio,a
2019-06-27,31.691419141914192,24,-7.691419141914192,192,Cyprinus carpio_l,1.283159549028692,1.293159549028692,burbank,Cyprinus carpio,l
2019-06-27,31.691419141914192,24,-7.691419141914192,192,Cyprinus carpio_p,0,0.01,burbank,Cyprinus carpio,p
2019-06-27,31.691419141914192,24,-7.691419141914192,193,Cyprinus carpio_a,0,0.01,burbank,Cyprinus carpio,a
2019-06-27,31.691419141914192,24,-7.691419141914192,193,Cyprinus carpio_l,20.530552784459072,20.540552784459074,burbank,Cyprinus carpio,l
2019-06-27,31.691419141914192,24,-7.691419141914192,193,Cyprinus carpio_p,0,0.01,burbank,Cyprinus carpio,p
2019-06-27,31.691419141914192,24,-7.691419141914192,194,Cyprinus carpio_a,0,0.01,burbank,Cyprinus carpio,a
2019-06-27,31.691419141914192,24,-7.691419141914192,194,Cyprinus carpio_l,0.641579774514346,0.651579774514346,burbank,Cyprinus carpio,l
2019-06-27,31.691419141914192,24,-7.691419141914192,194,Cyprinus carpio_p,0,0.01,burbank,Cyprinus carpio,p
2019-06-27,31.691419141914192,24,-7.691419141914192,195,Cyprinus carpio_a,0,0.01,burbank,Cyprinus carpio,a
2019-06-27,31.691419141914192,24,-7.691419141914192,195,Cyprinus carpio_l,4.491058421600422,4.501058421600422,burbank,Cyprinus carpio,l
2019-06-27,31.691419141914192,24,-7.691419141914192,195,Cyprinus carpio_p,0,0.01,burbank,Cyprinus carpio,p
2019-06-28,31.691419141914192,25,-6.691419141914192,196,Etheostoma nigrum_a,0,0.01,spirit mound,Etheostoma nigrum,a
2019-06-28,31.691419141914192,25,-6.691419141914192,196,Etheostoma nigrum_l,10.906856166743882,10.916856166743882,spirit mound,Etheostoma nigrum,l
2019-06-28,31.691419141914192,25,-6.691419141914192,196,Etheostoma nigrum_p,0,0.01,spirit mound,Etheostoma nigrum,p
2019-06-28,31.691419141914192,25,-6.691419141914192,197,Lepomis gibbosus_a,0,0.01,gunderson,Lepomis gibbosus,a
2019-06-28,31.691419141914192,25,-6.691419141914192,197,Lepomis gibbosus_l,2.566319098057384,2.576319098057384,gunderson,Lepomis gibbosus,l
2019-06-28,31.691419141914192,25,-6.691419141914192,197,Lepomis gibbosus_p,0,0.01,gunderson,Lepomis gibbosus,p
2019-06-28,31.691419141914192,25,-6.691419141914192,198,Lepomis macrochirus_a,0,0.01,gunderson,Lepomis macrochirus,a
2019-06-28,31.691419141914192,25,-6.691419141914192,198,Lepomis macrochirus_l,19.888973009944728,19.89897300994473,gunderson,Lepomis macrochirus,l
2019-06-28,31.691419141914192,25,-6.691419141914192,198,Lepomis macrochirus_p,0,0.01,gunderson,Lepomis macrochirus,p
2019-06-28,31.691419141914192,25,-6.691419141914192,199,Semotilus atromaculatus_a,0,0.01,spirit mound,Semotilus atromaculatus,a
2019-06-28,31.691419141914192,25,-6.691419141914192,199,Semotilus atromaculatus_l,3.20789887257173,3.21789887257173,spirit mound,Semotilus atromaculatus,l
2019-06-28,31.691419141914192,25,-6.691419141914192,199,Semotilus atromaculatus_p,0,0.01,spirit mound,Semotilus atromaculatus,p
2019-06-28,31.691419141914192,25,-6.691419141914192,200,Lepomis cyanellus_a,0,0.01,spirit mound,Lepomis cyanellus,a
2019-06-28,31.691419141914192,25,-6.691419141914192,200,Lepomis cyanellus_l,1.283159549028692,1.293159549028692,spirit mound,Lepomis cyanellus,l
2019-06-28,31.691419141914192,25,-6.691419141914192,200,Lepomis cyanellus_p,0,0.01,spirit mound,Lepomis cyanellus,p
2019-06-28,31.691419141914192,25,-6.691419141914192,201,Notropis stramineus_a,0,0.01,spirit mound,Notropis stramineus,a
2019-06-28,31.691419141914192,25,-6.691419141914192,201,Notropis stramineus_l,0,0.01,spirit mound,Notropis stramineus,l
2019-06-28,31.691419141914192,25,-6.691419141914192,201,Notropis stramineus_p,0,0.01,spirit mound,Notropis stramineus,p
2019-06-28,31.691419141914192,25,-6.691419141914192,202,Semotilus atromaculatus_a,0.6354246991199936,0.6454246991199936,spirit mound,Semotilus atromaculatus,a
2019-06-28,31.691419141914192,25,-6.691419141914192,202,Semotilus atromaculatus_l,0.641579774514346,0.651579774514346,spirit mound,Semotilus atromaculatus,l
2019-06-28,31.691419141914192,25,-6.691419141914192,202,Semotilus atromaculatus_p,0,0.01,spirit mound,Semotilus atromaculatus,p
2019-06-28,31.691419141914192,25,-6.691419141914192,203,Notropis blennius_a,0.6354246991199936,0.6454246991199936,spirit mound,Notropis blennius,a
2019-06-28,31.691419141914192,25,-6.691419141914192,203,Notropis blennius_l,5.132638196114768,5.142638196114768,spirit mound,Notropis blennius,l
2019-06-28,31.691419141914192,25,-6.691419141914192,203,Notropis blennius_p,0,0.01,spirit mound,Notropis blennius,p
2019-06-28,31.691419141914192,25,-6.691419141914192,205,Semotilus atromaculatus_a,0,0.01,spirit mound,Semotilus atromaculatus,a
2019-06-28,31.691419141914192,25,-6.691419141914192,205,Semotilus atromaculatus_l,8.340537068686498,8.350537068686497,spirit mound,Semotilus atromaculatus,l
2019-06-28,31.691419141914192,25,-6.691419141914192,205,Semotilus atromaculatus_p,0.58,0.59,spirit mound,Semotilus atromaculatus,p
2019-06-28,31.691419141914192,25,-6.691419141914192,206,Lepomis macrochirus_a,0,0.01,gunderson,Lepomis macrochirus,a
2019-06-28,31.691419141914192,25,-6.691419141914192,206,Lepomis macrochirus_l,6.41579774514346,6.42579774514346,gunderson,Lepomis macrochirus,l
2019-06-28,31.691419141914192,25,-6.691419141914192,206,Lepomis macrochirus_p,0,0.01,gunderson,Lepomis macrochirus,p
2019-06-28,31.691419141914192,25,-6.691419141914192,207,Semotilus atromaculatus_a,6.989671690319929,6.9996716903199285,spirit mound,Semotilus atromaculatus,a
2019-06-28,31.691419141914192,25,-6.691419141914192,207,Semotilus atromaculatus_l,13.473175264801267,13.483175264801266,spirit mound,Semotilus atromaculatus,l
2019-06-28,31.691419141914192,25,-6.691419141914192,207,Semotilus atromaculatus_p,0,0.01,spirit mound,Semotilus atromaculatus,p
2019-06-28,31.691419141914192,25,-6.691419141914192,208,Lepomis macrochirus_a,0,0.01,gunderson,Lepomis macrochirus,a
2019-06-28,31.691419141914192,25,-6.691419141914192,208,Lepomis macrochirus_l,12.190015715772574,12.200015715772574,gunderson,Lepomis macrochirus,l
2019-06-28,31.691419141914192,25,-6.691419141914192,208,Lepomis macrochirus_p,1.16,1.17,gunderson,Lepomis macrochirus,p
2019-06-28,31.691419141914192,25,-6.691419141914192,209,Lepomis macrochirus_a,0,0.01,gunderson,Lepomis macrochirus,a
2019-06-28,31.691419141914192,25,-6.691419141914192,209,Lepomis macrochirus_l,22.45529210800211,22.46529210800211,gunderson,Lepomis macrochirus,l
2019-06-28,31.691419141914192,25,-6.691419141914192,209,Lepomis macrochirus_p,1.16,1.17,gunderson,Lepomis macrochirus,p
2019-06-28,31.691419141914192,25,-6.691419141914192,210,Esox lucius_a,0,0.01,gunderson,Esox lucius,a
2019-06-28,31.691419141914192,25,-6.691419141914192,210,Esox lucius_l,0.641579774514346,0.651579774514346,gunderson,Esox lucius,l
2019-06-28,31.691419141914192,25,-6.691419141914192,210,Esox lucius_p,0,0.01,gunderson,Esox lucius,p
2019-06-27,31.691419141914192,24,-7.691419141914192,211,Cyprinus carpio_a,0,0.01,burbank,Cyprinus carpio,a
2019-06-27,31.691419141914192,24,-7.691419141914192,211,Cyprinus carpio_l,0,0.01,burbank,Cyprinus carpio,l
2019-06-27,31.691419141914192,24,-7.691419141914192,211,Cyprinus carpio_p,0,0.01,burbank,Cyprinus carpio,p
2019-06-28,31.691419141914192,25,-6.691419141914192,212,Lepomis cyanellus_a,0,0.01,spirit mound,Lepomis cyanellus,a
2019-06-28,31.691419141914192,25,-6.691419141914192,212,Lepomis cyanellus_l,1.283159549028692,1.293159549028692,spirit mound,Lepomis cyanellus,l
2019-06-28,31.691419141914192,25,-6.691419141914192,212,Lepomis cyanellus_p,0,0.01,spirit mound,Lepomis cyanellus,p
2019-06-28,31.691419141914192,25,-6.691419141914192,213,Lepomis macrochirus_a,0,0.01,gunderson,Lepomis macrochirus,a
2019-06-28,31.691419141914192,25,-6.691419141914192,213,Lepomis macrochirus_l,7.057377519657806,7.067377519657806,gunderson,Lepomis macrochirus,l
2019-06-28,31.691419141914192,25,-6.691419141914192,213,Lepomis macrochirus_p,0.58,0.59,gunderson,Lepomis macrochirus,p
2019-06-28,31.691419141914192,25,-6.691419141914192,214,Lepomis macrochirus_a,0,0.01,gunderson,Lepomis macrochirus,a
2019-06-28,31.691419141914192,25,-6.691419141914192,214,Lepomis macrochirus_l,35.28688759828903,35.296887598289025,gunderson,Lepomis macrochirus,l
2019-06-28,31.691419141914192,25,-6.691419141914192,214,Lepomis macrochirus_p,1.16,1.17,gunderson,Lepomis macrochirus,p
2019-06-28,31.691419141914192,25,-6.691419141914192,215,Lepomis cyanellus_a,0,0.01,spirit mound,Lepomis cyanellus,a
2019-06-28,31.691419141914192,25,-6.691419141914192,215,Lepomis cyanellus_l,1.283159549028692,1.293159549028692,spirit mound,Lepomis cyanellus,l
2019-06-28,31.691419141914192,25,-6.691419141914192,215,Lepomis cyanellus_p,0,0.01,spirit mound,Lepomis cyanellus,p
2019-06-28,31.691419141914192,25,-6.691419141914192,216,Lepomis cyanellus_a,0,0.01,spirit mound,Lepomis cyanellus,a
2019-06-28,31.691419141914192,25,-6.691419141914192,216,Lepomis cyanellus_l,2.566319098057384,2.576319098057384,spirit mound,Lepomis cyanellus,l
2019-06-28,31.691419141914192,25,-6.691419141914192,216,Lepomis cyanellus_p,0,0.01,spirit mound,Lepomis cyanellus,p
2019-06-28,31.691419141914192,25,-6.691419141914192,217,Lepomis cyanellus_a,0,0.01,spirit mound,Lepomis cyanellus,a
2019-06-28,31.691419141914192,25,-6.691419141914192,217,Lepomis cyanellus_l,1.283159549028692,1.293159549028692,spirit mound,Lepomis cyanellus,l
2019-06-28,31.691419141914192,25,-6.691419141914192,217,Lepomis cyanellus_p,0,0.01,spirit mound,Lepomis cyanellus,p
2019-06-27,31.691419141914192,24,-7.691419141914192,218,Ictiobus cyprinellus_a,0,0.01,burbank,Ictiobus cyprinellus,a
2019-06-27,31.691419141914192,24,-7.691419141914192,218,Ictiobus cyprinellus_l,0,0.01,burbank,Ictiobus cyprinellus,l
2019-06-27,31.691419141914192,24,-7.691419141914192,218,Ictiobus cyprinellus_p,0,0.01,burbank,Ictiobus cyprinellus,p
2019-06-28,31.691419141914192,25,-6.691419141914192,219,Semotilus atromaculatus_a,0.6354246991199936,0.6454246991199936,spirit mound,Semotilus atromaculatus,a
2019-06-28,31.691419141914192,25,-6.691419141914192,219,Semotilus atromaculatus_l,0.641579774514346,0.651579774514346,spirit mound,Semotilus atromaculatus,l
2019-06-28,31.691419141914192,25,-6.691419141914192,219,Semotilus atromaculatus_p,0,0.01,spirit mound,Semotilus atromaculatus,p
2019-06-14,31.691419141914192,11,-20.691419141914192,222,Cyprinus carpio_a,0,0.01,gunderson,Cyprinus carpio,a
2019-06-14,31.691419141914192,11,-20.691419141914192,222,Cyprinus carpio_l,0.641579774514346,0.651579774514346,gunderson,Cyprinus carpio,l
