date,mean_date_no,original_date_no,date_no,sample_id,fish_prey_stage,sample_mg_dm,sample_mg_dm01,site,fish_species,prey_stage
2019-07-25,31.691419141914192,52,20.308580858085808,496,Semotilus atromaculatus_l,3.20789887257173,3.21789887257173,little bridge,Semotilus atromaculatus,l
2019-07-25,31.691419141914192,52,20.308580858085808,496,Semotilus atromaculatus_p,0,0.01,little bridge,Semotilus atromaculatus,p
2019-07-19,31.691419141914192,46,14.308580858085808,497,Ictiobus bubalus_a,0,0.01,little bridge,Ictiobus bubalus,a
2019-07-19,31.691419141914192,46,14.308580858085808,497,Ictiobus bubalus_l,1.283159549028692,1.293159549028692,little bridge,Ictiobus bubalus,l
2019-07-19,31.691419141914192,46,14.308580858085808,497,Ictiobus bubalus_p,0,0.01,little bridge,Ictiobus bubalus,p
2019-07-19,31.691419141914192,46,14.308580858085808,498,Etheostoma nigrum_a,0,0.01,spirit mound,Etheostoma nigrum,a
2019-07-19,31.691419141914192,46,14.308580858085808,498,Etheostoma nigrum_l,0,0.01,spirit mound,Etheostoma nigrum,l
2019-07-19,31.691419141914192,46,14.308580858085808,498,Etheostoma nigrum_p,0,0.01,spirit mound,Etheostoma nigrum,p
2019-07-10,31.691419141914192,37,5.308580858085808,499,Semotilus atromaculatus_a,0,0.01,spirit mound,Semotilus atromaculatus,a
2019-07-10,31.691419141914192,37,5.308580858085808,499,Semotilus atromaculatus_l,0.641579774514346,0.651579774514346,spirit mound,Semotilus atromaculatus,l
2019-07-10,31.691419141914192,37,5.308580858085808,499,Semotilus atromaculatus_p,0,0.01,spirit mound,Semotilus atromaculatus,p
2019-07-25,31.691419141914192,52,20.308580858085808,500,Ameiurus melas_a,0.6354246991199936,0.6454246991199936,little bridge,Ameiurus melas,a
2019-07-25,31.691419141914192,52,20.308580858085808,500,Ameiurus melas_l,9.62369661771519,9.63369661771519,little bridge,Ameiurus melas,l
2019-07-25,31.691419141914192,52,20.308580858085808,500,Ameiurus melas_p,0,0.01,little bridge,Ameiurus melas,p
2019-07-25,31.691419141914192,52,20.308580858085808,501,Etheostoma nigrum_a,0,0.01,little bridge,Etheostoma nigrum,a
2019-07-25,31.691419141914192,52,20.308580858085808,501,Etheostoma nigrum_l,0.641579774514346,0.651579774514346,little bridge,Etheostoma nigrum,l
2019-07-25,31.691419141914192,52,20.308580858085808,501,Etheostoma nigrum_p,0,0.01,little bridge,Etheostoma nigrum,p
2019-07-19,31.691419141914192,46,14.308580858085808,502,Cyprinus carpio_a,0,0.01,little bridge,Cyprinus carpio,a
2019-07-19,31.691419141914192,46,14.308580858085808,502,Cyprinus carpio_l,0.641579774514346,0.651579774514346,little bridge,Cyprinus carpio,l
2019-07-19,31.691419141914192,46,14.308580858085808,502,Cyprinus carpio_p,0,0.01,little bridge,Cyprinus carpio,p
2019-07-19,31.691419141914192,46,14.308580858085808,503,Etheostoma nigrum_a,0,0.01,little bridge,Etheostoma nigrum,a
2019-07-19,31.691419141914192,46,14.308580858085808,503,Etheostoma nigrum_l,1.924739323543038,1.934739323543038,little bridge,Etheostoma nigrum,l
2019-07-19,31.691419141914192,46,14.308580858085808,503,Etheostoma nigrum_p,0,0.01,little bridge,Etheostoma nigrum,p
2019-07-19,31.691419141914192,46,14.308580858085808,504,Etheostoma nigrum_a,0,0.01,little bridge,Etheostoma nigrum,a
2019-07-19,31.691419141914192,46,14.308580858085808,504,Etheostoma nigrum_l,0,0.01,little bridge,Etheostoma nigrum,l
2019-07-19,31.691419141914192,46,14.308580858085808,504,Etheostoma nigrum_p,0,0.01,little bridge,Etheostoma nigrum,p
2019-07-19,31.691419141914192,46,14.308580858085808,505,Etheostoma nigrum_a,0,0.01,little bridge,Etheostoma nigrum,a
2019-07-19,31.691419141914192,46,14.308580858085808,505,Etheostoma nigrum_l,0,0.01,little bridge,Etheostoma nigrum,l
2019-07-19,31.691419141914192,46,14.308580858085808,505,Etheostoma nigrum_p,0,0.01,little bridge,Etheostoma nigrum,p
2019-07-19,31.691419141914192,46,14.308580858085808,506,Etheostoma nigrum_a,0,0.01,spirit mound,Etheostoma nigrum,a
2019-07-19,31.691419141914192,46,14.308580858085808,506,Etheostoma nigrum_l,0.641579774514346,0.651579774514346,spirit mound,Etheostoma nigrum,l
2019-07-19,31.691419141914192,46,14.308580858085808,506,Etheostoma nigrum_p,0,0.01,spirit mound,Etheostoma nigrum,p
2019-07-19,31.691419141914192,46,14.308580858085808,507,Ictiobus cyprinellus_a,0,0.01,little bridge,Ictiobus cyprinellus,a
2019-07-19,31.691419141914192,46,14.308580858085808,507,Ictiobus cyprinellus_l,0,0.01,little bridge,Ictiobus cyprinellus,l
2019-07-19,31.691419141914192,46,14.308580858085808,507,Ictiobus cyprinellus_p,0,0.01,little bridge,Ictiobus cyprinellus,p
2019-07-26,31.691419141914192,53,21.308580858085808,508,Etheostoma nigrum_a,0,0.01,spirit mound,Etheostoma nigrum,a
2019-07-26,31.691419141914192,53,21.308580858085808,508,Etheostoma nigrum_l,16.681074137372995,16.691074137372997,spirit mound,Etheostoma nigrum,l
2019-07-26,31.691419141914192,53,21.308580858085808,508,Etheostoma nigrum_p,0,0.01,spirit mound,Etheostoma nigrum,p
2019-07-26,31.691419141914192,53,21.308580858085808,509,Etheostoma nigrum_a,0,0.01,spirit mound,Etheostoma nigrum,a
2019-07-26,31.691419141914192,53,21.308580858085808,509,Etheostoma nigrum_l,0.641579774514346,0.651579774514346,spirit mound,Etheostoma nigrum,l
2019-07-26,31.691419141914192,53,21.308580858085808,509,Etheostoma nigrum_p,0,0.01,spirit mound,Etheostoma nigrum,p
2019-07-26,31.691419141914192,53,21.308580858085808,510,Semotilus atromaculatus_a,0,0.01,little bridge,Semotilus atromaculatus,a
2019-07-26,31.691419141914192,53,21.308580858085808,510,Semotilus atromaculatus_l,0,0.01,little bridge,Semotilus atromaculatus,l
2019-07-26,31.691419141914192,53,21.308580858085808,510,Semotilus atromaculatus_p,0,0.01,little bridge,Semotilus atromaculatus,p
2019-07-19,31.691419141914192,46,14.308580858085808,511,Etheostoma nigrum_a,0,0.01,spirit mound,Etheostoma nigrum,a
2019-07-19,31.691419141914192,46,14.308580858085808,511,Etheostoma nigrum_l,0,0.01,spirit mound,Etheostoma nigrum,l
2019-07-19,31.691419141914192,46,14.308580858085808,511,Etheostoma nigrum_p,0,0.01,spirit mound,Etheostoma nigrum,p
2019-07-19,31.691419141914192,46,14.308580858085808,512,Etheostoma nigrum_a,0,0.01,little bridge,Etheostoma nigrum,a
2019-07-19,31.691419141914192,46,14.308580858085808,512,Etheostoma nigrum_l,2.566319098057384,2.576319098057384,little bridge,Etheostoma nigrum,l
2019-07-19,31.691419141914192,46,14.308580858085808,512,Etheostoma nigrum_p,0,0.01,little bridge,Etheostoma nigrum,p
2019-07-19,31.691419141914192,46,14.308580858085808,513,Semotilus atromaculatus_a,0,0.01,spirit mound,Semotilus atromaculatus,a
2019-07-19,31.691419141914192,46,14.308580858085808,513,Semotilus atromaculatus_l,0,0.01,spirit mound,Semotilus atromaculatus,l
2019-07-19,31.691419141914192,46,14.308580858085808,513,Semotilus atromaculatus_p,0,0.01,spirit mound,Semotilus atromaculatus,p
2019-07-19,31.691419141914192,46,14.308580858085808,514,Etheostoma nigrum_a,0,0.01,little bridge,Etheostoma nigrum,a
2019-07-19,31.691419141914192,46,14.308580858085808,514,Etheostoma nigrum_l,3.849478647086076,3.8594786470860756,little bridge,Etheostoma nigrum,l
2019-07-19,31.691419141914192,46,14.308580858085808,514,Etheostoma nigrum_p,0,0.01,little bridge,Etheostoma nigrum,p
2019-07-19,31.691419141914192,46,14.308580858085808,515,Etheostoma nigrum_a,0,0.01,spirit mound,Etheostoma nigrum,a
2019-07-19,31.691419141914192,46,14.308580858085808,515,Etheostoma nigrum_l,4.491058421600422,4.501058421600422,spirit mound,Etheostoma nigrum,l
2019-07-19,31.691419141914192,46,14.308580858085808,515,Etheostoma nigrum_p,0,0.01,spirit mound,Etheostoma nigrum,p
2019-07-19,31.691419141914192,46,14.308580858085808,516,Etheostoma nigrum_a,0,0.01,little bridge,Etheostoma nigrum,a
2019-07-19,31.691419141914192,46,14.308580858085808,516,Etheostoma nigrum_l,3.849478647086076,3.8594786470860756,little bridge,Etheostoma nigrum,l
2019-07-19,31.691419141914192,46,14.308580858085808,516,Etheostoma nigrum_p,0,0.01,little bridge,Etheostoma nigrum,p
2019-07-19,31.691419141914192,46,14.308580858085808,517,Ictiobus cyprinellus_a,0,0.01,little bridge,Ictiobus cyprinellus,a
2019-07-19,31.691419141914192,46,14.308580858085808,517,Ictiobus cyprinellus_l,0.641579774514346,0.651579774514346,little bridge,Ictiobus cyprinellus,l
2019-07-19,31.691419141914192,46,14.308580858085808,517,Ictiobus cyprinellus_p,0,0.01,little bridge,Ictiobus cyprinellus,p
2019-07-26,31.691419141914192,53,21.308580858085808,518,Cyprinus carpio_a,0,0.01,spirit mound,Cyprinus carpio,a
2019-07-26,31.691419141914192,53,21.308580858085808,518,Cyprinus carpio_l,0.641579774514346,0.651579774514346,spirit mound,Cyprinus carpio,l
2019-07-26,31.691419141914192,53,21.308580858085808,518,Cyprinus carpio_p,0,0.01,spirit mound,Cyprinus carpio,p
2019-07-26,31.691419141914192,53,21.308580858085808,519,Etheostoma nigrum_a,0,0.01,little bridge,Etheostoma nigrum,a
2019-07-26,31.691419141914192,53,21.308580858085808,519,Etheostoma nigrum_l,1.283159549028692,1.293159549028692,little bridge,Etheostoma nigrum,l
2019-07-26,31.691419141914192,53,21.308580858085808,519,Etheostoma nigrum_p,0,0.01,little bridge,Etheostoma nigrum,p
2019-07-26,31.691419141914192,53,21.308580858085808,520,Etheostoma nigrum_a,0,0.01,spirit mound,Etheostoma nigrum,a
2019-07-26,31.691419141914192,53,21.308580858085808,520,Etheostoma nigrum_l,3.20789887257173,3.21789887257173,spirit mound,Etheostoma nigrum,l
2019-07-26,31.691419141914192,53,21.308580858085808,520,Etheostoma nigrum_p,0,0.01,spirit mound,Etheostoma nigrum,p
2019-07-19,31.691419141914192,46,14.308580858085808,521,Etheostoma nigrum_a,0,0.01,spirit mound,Etheostoma nigrum,a
2019-07-19,31.691419141914192,46,14.308580858085808,521,Etheostoma nigrum_l,16.03949436285865,16.049494362858653,spirit mound,Etheostoma nigrum,l
2019-07-19,31.691419141914192,46,14.308580858085808,521,Etheostoma nigrum_p,0,0.01,spirit mound,Etheostoma nigrum,p
2019-07-19,31.691419141914192,46,14.308580858085808,522,Semotilus atromaculatus_a,0,0.01,little bridge,Semotilus atromaculatus,a
2019-07-19,31.691419141914192,46,14.308580858085808,522,Semotilus atromaculatus_l,1.924739323543038,1.934739323543038,little bridge,Semotilus atromaculatus,l
2019-07-19,31.691419141914192,46,14.308580858085808,522,Semotilus atromaculatus_p,0,0.01,little bridge,Semotilus atromaculatus,p
2019-07-19,31.691419141914192,46,14.308580858085808,523,Lepomis cyanellus_a,0,0.01,spirit mound,Lepomis cyanellus,a
2019-07-19,31.691419141914192,46,14.308580858085808,523,Lepomis cyanellus_l,0,0.01,spirit mound,Lepomis cyanellus,l
2019-07-19,31.691419141914192,46,14.308580858085808,523,Lepomis cyanellus_p,0,0.01,spirit mound,Lepomis cyanellus,p
2019-07-19,31.691419141914192,46,14.308580858085808,524,Ictiobus bubalus_a,0,0.01,spirit mound,Ictiobus bubalus,a
2019-07-19,31.691419141914192,46,14.308580858085808,524,Ictiobus bubalus_l,0,0.01,spirit mound,Ictiobus bubalus,l
2019-07-19,31.691419141914192,46,14.308580858085808,524,Ictiobus bubalus_p,0,0.01,spirit mound,Ictiobus bubalus,p
2019-07-19,31.691419141914192,46,14.308580858085808,525,Ictiobus bubalus_a,0,0.01,little bridge,Ictiobus bubalus,a
2019-07-19,31.691419141914192,46,14.308580858085808,525,Ictiobus bubalus_l,2.566319098057384,2.576319098057384,little bridge,Ictiobus bubalus,l
2019-07-19,31.691419141914192,46,14.308580858085808,525,Ictiobus bubalus_p,0,0.01,little bridge,Ictiobus bubalus,p
2019-07-19,31.691419141914192,46,14.308580858085808,526,Semotilus atromaculatus_a,0.6354246991199936,0.6454246991199936,little bridge,Semotilus atromaculatus,a
2019-07-19,31.691419141914192,46,14.308580858085808,526,Semotilus atromaculatus_l,0,0.01,little bridge,Semotilus atromaculatus,l
2019-07-19,31.691419141914192,46,14.308580858085808,526,Semotilus atromaculatus_p,0,0.01,little bridge,Semotilus atromaculatus,p
2019-07-19,31.691419141914192,46,14.308580858085808,527,Ictiobus cyprinellus_a,0,0.01,little bridge,Ictiobus cyprinellus,a
2019-07-19,31.691419141914192,46,14.308580858085808,527,Ictiobus cyprinellus_l,1.283159549028692,1.293159549028692,little bridge,Ictiobus cyprinellus,l
2019-07-19,31.691419141914192,46,14.308580858085808,527,Ictiobus cyprinellus_p,0,0.01,little bridge,Ictiobus cyprinellus,p
2019-07-19,31.691419141914192,46,14.308580858085808,528,Pimephales promelas_a,0,0.01,little bridge,Pimephales promelas,a
2019-07-19,31.691419141914192,46,14.308580858085808,528,Pimephales promelas_l,3.20789887257173,3.21789887257173,little bridge,Pimephales promelas,l
2019-07-19,31.691419141914192,46,14.308580858085808,528,Pimephales promelas_p,0,0.01,little bridge,Pimephales promelas,p
2019-07-19,31.691419141914192,46,14.308580858085808,529,Ictiobus cyprinellus_a,0,0.01,little bridge,Ictiobus cyprinellus,a
2019-07-19,31.691419141914192,46,14.308580858085808,529,Ictiobus cyprinellus_l,0,0.01,little bridge,Ictiobus cyprinellus,l
2019-07-19,31.691419141914192,46,14.308580858085808,529,Ictiobus cyprinellus_p,0,0.01,little bridge,Ictiobus cyprinellus,p
2019-07-19,31.691419141914192,46,14.308580858085808,530,Ictiobus cyprinellus_a,0,0.01,little bridge,Ictiobus cyprinellus,a
2019-07-19,31.691419141914192,46,14.308580858085808,530,Ictiobus cyprinellus_l,1.283159549028692,1.293159549028692,little bridge,Ictiobus cyprinellus,l
2019-07-19,31.691419141914192,46,14.308580858085808,530,Ictiobus cyprinellus_p,0,0.01,little bridge,Ictiobus cyprinellus,p
2019-07-19,31.691419141914192,46,14.308580858085808,531,Lepomis cyanellus_a,0,0.01,spirit mound,Lepomis cyanellus,a
2019-07-19,31.691419141914192,46,14.308580858085808,531,Lepomis cyanellus_l,0.641579774514346,0.651579774514346,spirit mound,Lepomis cyanellus,l
2019-07-19,31.691419141914192,46,14.308580858085808,531,Lepomis cyanellus_p,0,0.01,spirit mound,Lepomis cyanellus,p
2019-07-19,31.691419141914192,46,14.308580858085808,532,Etheostoma nigrum_a,0,0.01,little bridge,Etheostoma nigrum,a
2019-07-19,31.691419141914192,46,14.308580858085808,532,Etheostoma nigrum_l,0,0.01,little bridge,Etheostoma nigrum,l
2019-07-19,31.691419141914192,46,14.308580858085808,532,Etheostoma nigrum_p,0,0.01,little bridge,Etheostoma nigrum,p
2019-07-19,31.691419141914192,46,14.308580858085808,533,Ictiobus bubalus_a,0,0.01,little bridge,Ictiobus bubalus,a
2019-07-19,31.691419141914192,46,14.308580858085808,533,Ictiobus bubalus_l,1.283159549028692,1.293159549028692,little bridge,Ictiobus bubalus,l
2019-07-19,31.691419141914192,46,14.308580858085808,533,Ictiobus bubalus_p,0,0.01,little bridge,Ictiobus bubalus,p
2019-07-26,31.691419141914192,53,21.308580858085808,534,Ictiobus cyprinellus_a,0,0.01,spirit mound,Ictiobus cyprinellus,a
2019-07-26,31.691419141914192,53,21.308580858085808,534,Ictiobus cyprinellus_l,0.641579774514346,0.651579774514346,spirit mound,Ictiobus cyprinellus,l
2019-07-26,31.691419141914192,53,21.308580858085808,534,Ictiobus cyprinellus_p,0,0.01,spirit mound,Ictiobus cyprinellus,p
2019-07-26,31.691419141914192,53,21.308580858085808,536,Cyprinus carpio_a,0,0.01,spirit mound,Cyprinus carpio,a
2019-07-26,31.691419141914192,53,21.308580858085808,536,Cyprinus carpio_l,0,0.01,spirit mound,Cyprinus carpio,l
2019-07-26,31.691419141914192,53,21.308580858085808,536,Cyprinus carpio_p,0,0.01,spirit mound,Cyprinus carpio,p
2019-07-26,31.691419141914192,53,21.308580858085808,537,Etheostoma nigrum_a,0,0.01,spirit mound,Etheostoma nigrum,a
2019-07-26,31.691419141914192,53,21.308580858085808,537,Etheostoma nigrum_l,1.924739323543038,1.934739323543038,spirit mound,Etheostoma nigrum,l
2019-07-26,31.691419141914192,53,21.308580858085808,537,Etheostoma nigrum_p,0,0.01,spirit mound,Etheostoma nigrum,p
2019-07-26,31.691419141914192,53,21.308580858085808,538,Etheostoma nigrum_a,0,0.01,spirit mound,Etheostoma nigrum,a
2019-07-26,31.691419141914192,53,21.308580858085808,538,Etheostoma nigrum_l,2.566319098057384,2.576319098057384,spirit mound,Etheostoma nigrum,l
2019-07-26,31.691419141914192,53,21.308580858085808,538,Etheostoma nigrum_p,0,0.01,spirit mound,Etheostoma nigrum,p
2019-07-26,31.691419141914192,53,21.308580858085808,539,Ictiobus bubalus_a,0,0.01,gunderson,Ictiobus bubalus,a
2019-07-26,31.691419141914192,53,21.308580858085808,539,Ictiobus bubalus_l,1.283159549028692,1.293159549028692,gunderson,Ictiobus bubalus,l
2019-07-26,31.691419141914192,53,21.308580858085808,539,Ictiobus bubalus_p,0,0.01,gunderson,Ictiobus bubalus,p
2019-07-19,31.691419141914192,46,14.308580858085808,540,Etheostoma nigrum_a,0,0.01,little bridge,Etheostoma nigrum,a
2019-07-19,31.691419141914192,46,14.308580858085808,540,Etheostoma nigrum_l,0,0.01,little bridge,Etheostoma nigrum,l
2019-07-19,31.691419141914192,46,14.308580858085808,540,Etheostoma nigrum_p,0,0.01,little bridge,Etheostoma nigrum,p
2019-07-10,31.691419141914192,37,5.308580858085808,541,Ictiobus cyprinellus_a,0,0.01,little bridge,Ictiobus cyprinellus,a
2019-07-10,31.691419141914192,37,5.308580858085808,541,Ictiobus cyprinellus_l,0,0.01,little bridge,Ictiobus cyprinellus,l
2019-07-10,31.691419141914192,37,5.308580858085808,541,Ictiobus cyprinellus_p,0,0.01,little bridge,Ictiobus cyprinellus,p
2019-07-19,31.691419141914192,46,14.308580858085808,542,Ictiobus cyprinellus_a,0,0.01,spirit mound,Ictiobus cyprinellus,a
2019-07-19,31.691419141914192,46,14.308580858085808,542,Ictiobus cyprinellus_l,0,0.01,spirit mound,Ictiobus cyprinellus,l
2019-07-19,31.691419141914192,46,14.308580858085808,542,Ictiobus cyprinellus_p,0,0.01,spirit mound,Ictiobus cyprinellus,p
2019-07-26,31.691419141914192,53,21.308580858085808,543,Lepomis macrochirus_a,1.270849398239987,1.2808493982399871,gunderson,Lepomis macrochirus,a
2019-07-26,31.691419141914192,53,21.308580858085808,543,Lepomis macrochirus_l,13.473175264801267,13.483175264801266,gunderson,Lepomis macrochirus,l
2019-07-26,31.691419141914192,53,21.308580858085808,543,Lepomis macrochirus_p,0,0.01,gunderson,Lepomis macrochirus,p
2019-07-19,31.691419141914192,46,14.308580858085808,544,Etheostoma nigrum_a,0,0.01,little bridge,Etheostoma nigrum,a
2019-07-19,31.691419141914192,46,14.308580858085808,544,Etheostoma nigrum_l,1.283159549028692,1.293159549028692,little bridge,Etheostoma nigrum,l
2019-07-19,31.691419141914192,46,14.308580858085808,544,Etheostoma nigrum_p,0,0.01,little bridge,Etheostoma nigrum,p
2019-07-19,31.691419141914192,46,14.308580858085808,545,Cyprinus carpio_a,0,0.01,little bridge,Cyprinus carpio,a
2019-07-19,31.691419141914192,46,14.308580858085808,545,Cyprinus carpio_l,1.283159549028692,1.293159549028692,little bridge,Cyprinus carpio,l
2019-07-19,31.691419141914192,46,14.308580858085808,545,Cyprinus carpio_p,0,0.01,little bridge,Cyprinus carpio,p
2019-07-26,31.691419141914192,53,21.308580858085808,546,Pimephales promelas_a,0,0.01,spirit mound,Pimephales promelas,a
2019-07-26,31.691419141914192,53,21.308580858085808,546,Pimephales promelas_l,1.924739323543038,1.934739323543038,spirit mound,Pimephales promelas,l
2019-07-26,31.691419141914192,53,21.308580858085808,546,Pimephales promelas_p,0,0.01,spirit mound,Pimephales promelas,p
2019-07-26,31.691419141914192,53,21.308580858085808,547,Etheostoma nigrum_a,0,0.01,spirit mound,Etheostoma nigrum,a
2019-07-26,31.691419141914192,53,21.308580858085808,547,Etheostoma nigrum_l,4.491058421600422,4.501058421600422,spirit mound,Etheostoma nigrum,l
2019-07-26,31.691419141914192,53,21.308580858085808,547,Etheostoma nigrum_p,0,0.01,spirit mound,Etheostoma nigrum,p
2019-07-17,31.691419141914192,44,12.308580858085808,548,Semotilus atromaculatus_a,0,0.01,spirit mound,Semotilus atromaculatus,a
2019-07-17,31.691419141914192,44,12.308580858085808,548,Semotilus atromaculatus_l,0.641579774514346,0.651579774514346,spirit mound,Semotilus atromaculatus,l
2019-07-17,31.691419141914192,44,12.308580858085808,548,Semotilus atromaculatus_p,0,0.01,spirit mound,Semotilus atromaculatus,p
2019-07-19,31.691419141914192,46,14.308580858085808,549,Luxilus cornutus_a,0.6354246991199936,0.6454246991199936,little bridge,Luxilus cornutus,a
2019-07-19,31.691419141914192,46,14.308580858085808,549,Luxilus cornutus_l,0,0.01,little bridge,Luxilus cornutus,l
2019-07-19,31.691419141914192,46,14.308580858085808,549,Luxilus cornutus_p,0,0.01,little bridge,Luxilus cornutus,p
2019-07-26,31.691419141914192,53,21.308580858085808,550,Etheostoma nigrum_a,0,0.01,spirit mound,Etheostoma nigrum,a
2019-07-26,31.691419141914192,53,21.308580858085808,550,Etheostoma nigrum_l,0,0.01,spirit mound,Etheostoma nigrum,l
2019-07-26,31.691419141914192,53,21.308580858085808,550,Etheostoma nigrum_p,0,0.01,spirit mound,Etheostoma nigrum,p
2019-07-26,31.691419141914192,53,21.308580858085808,551,Semotilus atromaculatus_a,0,0.01,spirit mound,Semotilus atromaculatus,a
2019-07-26,31.691419141914192,53,21.308580858085808,551,Semotilus atromaculatus_l,0,0.01,spirit mound,Semotilus atromaculatus,l
2019-07-26,31.691419141914192,53,21.308580858085808,551,Semotilus atromaculatus_p,0,0.01,spirit mound,Semotilus atromaculatus,p
2019-07-26,31.691419141914192,53,21.308580858085808,552,Semotilus atromaculatus_a,0,0.01,spirit mound,Semotilus atromaculatus,a
2019-07-26,31.691419141914192,53,21.308580858085808,552,Semotilus atromaculatus_l,0,0.01,spirit mound,Semotilus atromaculatus,l
2019-07-26,31.691419141914192,53,21.308580858085808,552,Semotilus atromaculatus_p,0,0.01,spirit mound,Semotilus atromaculatus,p
2019-07-26,31.691419141914192,53,21.308580858085808,553,Etheostoma nigrum_a,0,0.01,spirit mound,Etheostoma nigrum,a
2019-07-26,31.691419141914192,53,21.308580858085808,553,Etheostoma nigrum_l,8.982116843200844,8.992116843200844,spirit mound,Etheostoma nigrum,l
2019-07-26,31.691419141914192,53,21.308580858085808,553,Etheostoma nigrum_p,0,0.01,spirit mound,Etheostoma nigrum,p
2019-07-26,31.691419141914192,53,21.308580858085808,554,Semotilus atromaculatus_a,0,0.01,spirit mound,Semotilus atromaculatus,a
2019-07-26,31.691419141914192,53,21.308580858085808,554,Semotilus atromaculatus_l,0,0.01,spirit mound,Semotilus atromaculatus,l
2019-07-26,31.691419141914192,53,21.308580858085808,554,Semotilus atromaculatus_p,0,0.01,spirit mound,Semotilus atromaculatus,p
2019-07-26,31.691419141914192,53,21.308580858085808,556,Ictiobus bubalus_a,0,0.01,spirit mound,Ictiobus bubalus,a
2019-07-26,31.691419141914192,53,21.308580858085808,556,Ictiobus bubalus_l,0,0.01,spirit mound,Ictiobus bubalus,l
2019-07-26,31.691419141914192,53,21.308580858085808,556,Ictiobus bubalus_p,0,0.01,spirit mound,Ictiobus bubalus,p
2019-07-25,31.691419141914192,52,20.308580858085808,557,Etheostoma nigrum_a,0,0.01,little bridge,Etheostoma nigrum,a
2019-07-25,31.691419141914192,52,20.308580858085808,557,Etheostoma nigrum_l,8.340537068686498,8.350537068686497,little bridge,Etheostoma nigrum,l
2019-07-25,31.691419141914192,52,20.308580858085808,557,Etheostoma nigrum_p,0,0.01,little bridge,Etheostoma nigrum,p
2019-07-26,31.691419141914192,53,21.308580858085808,558,Semotilus atromaculatus_a,0.6354246991199936,0.6454246991199936,spirit mound,Semotilus atromaculatus,a
2019-07-26,31.691419141914192,53,21.308580858085808,558,Semotilus atromaculatus_l,0,0.01,spirit mound,Semotilus atromaculatus,l
2019-07-26,31.691419141914192,53,21.308580858085808,558,Semotilus atromaculatus_p,0,0.01,spirit mound,Semotilus atromaculatus,p
2019-07-26,31.691419141914192,53,21.308580858085808,559,Semotilus atromaculatus_a,0,0.01,spirit mound,Semotilus atromaculatus,a
2019-07-26,31.691419141914192,53,21.308580858085808,559,Semotilus atromaculatus_l,0,0.01,spirit mound,Semotilus atromaculatus,l
2019-07-26,31.691419141914192,53,21.308580858085808,559,Semotilus atromaculatus_p,0,0.01,spirit mound,Semotilus atromaculatus,p
2019-07-26,31.691419141914192,53,21.308580858085808,560,Etheostoma nigrum_a,0,0.01,spirit mound,Etheostoma nigrum,a
2019-07-26,31.691419141914192,53,21.308580858085808,560,Etheostoma nigrum_l,0.641579774514346,0.651579774514346,spirit mound,Etheostoma nigrum,l
2019-07-26,31.691419141914192,53,21.308580858085808,560,Etheostoma nigrum_p,0,0.01,spirit mound,Etheostoma nigrum,p
2019-07-26,31.691419141914192,53,21.308580858085808,561,Ictiobus cyprinellus_a,0,0.01,spirit mound,Ictiobus cyprinellus,a
2019-07-26,31.691419141914192,53,21.308580858085808,561,Ictiobus cyprinellus_l,1.283159549028692,1.293159549028692,spirit mound,Ictiobus cyprinellus,l
2019-07-26,31.691419141914192,53,21.308580858085808,561,Ictiobus cyprinellus_p,0,0.01,spirit mound,Ictiobus cyprinellus,p
2019-07-26,31.691419141914192,53,21.308580858085808,562,Ictiobus cyprinellus_a,0,0.01,spirit mound,Ictiobus cyprinellus,a
2019-07-26,31.691419141914192,53,21.308580858085808,562,Ictiobus cyprinellus_l,0,0.01,spirit mound,Ictiobus cyprinellus,l
2019-07-26,31.691419141914192,53,21.308580858085808,562,Ictiobus cyprinellus_p,0,0.01,spirit mound,Ictiobus cyprinellus,p
2019-07-26,31.691419141914192,53,21.308580858085808,563,Ictiobus bubalus_a,0.6354246991199936,0.6454246991199936,gunderson,Ictiobus bubalus,a
2019-07-26,31.691419141914192,53,21.308580858085808,563,Ictiobus bubalus_l,0,0.01,gunderson,Ictiobus bubalus,l
2019-07-26,31.691419141914192,53,21.308580858085808,563,Ictiobus bubalus_p,0,0.01,gunderson,Ictiobus bubalus,p
2019-07-19,31.691419141914192,46,14.308580858085808,564,Semotilus atromaculatus_a,0.6354246991199936,0.6454246991199936,little bridge,Semotilus atromaculatus,a
2019-07-19,31.691419141914192,46,14.308580858085808,564,Semotilus atromaculatus_l,0.641579774514346,0.651579774514346,little bridge,Semotilus atromaculatus,l
2019-07-19,31.691419141914192,46,14.308580858085808,564,Semotilus atromaculatus_p,0,0.01,little bridge,Semotilus atromaculatus,p
2019-07-10,31.691419141914192,37,5.308580858085808,565,Lepomis macrochirus_a,0.6354246991199936,0.6454246991199936,gunderson,Lepomis macrochirus,a
2019-07-10,31.691419141914192,37,5.308580858085808,565,Lepomis macrochirus_l,45.552163990518565,45.56216399051856,gunderson,Lepomis macrochirus,l
2019-07-10,31.691419141914192,37,5.308580858085808,565,Lepomis macrochirus_p,0,0.01,gunderson,Lepomis macrochirus,p
2019-07-19,31.691419141914192,46,14.308580858085808,566,Pimephales promelas_a,0,0.01,little bridge,Pimephales promelas,a
2019-07-19,31.691419141914192,46,14.308580858085808,566,Pimephales promelas_l,0.641579774514346,0.651579774514346,little bridge,Pimephales promelas,l
2019-07-19,31.691419141914192,46,14.308580858085808,566,Pimephales promelas_p,0,0.01,little bridge,Pimephales promelas,p
